,Date,Door,EnergyKWh,Environment,HotGasPipe,LiquidPipe,Refrigerated,SuctionPipe,Time
0,2023-03-14 23:00:00,0.0,100.0,,,,,,0
1,2023-03-14 23:01:00,0.0,,19.9,18.9,18.3,19.2,19.0,1
2,2023-03-14 23:02:00,0.0,,19.9,18.9,18.5,19.4,19.1,2
3,2023-03-14 23:03:00,0.0,,19.9,18.9,18.4,19.2,18.9,3
4,2023-03-14 23:04:00,0.0,,19.9,18.9,18.4,19.3,19.0,4
5,2023-03-14 23:05:00,0.0,,19.8,18.9,18.4,19.4,18.9,5
6,2023-03-14 23:06:00,0.0,100.0,19.9,18.8,18.5,19.3,19.0,6
7,2023-03-14 23:07:00,0.0,,19.8,18.9,18.4,19.2,19.0,7
8,2023-03-14 23:08:00,0.0,,19.9,18.9,18.4,19.3,19.0,8
9,2023-03-14 23:09:00,0.0,,19.9,19.0,18.6,19.3,19.0,9
10,2023-03-14 23:10:00,0.0,,19.9,18.9,18.6,19.3,19.1,10
11,2023-03-14 23:11:00,0.0,,19.8,19.0,18.6,19.2,19.1,11
12,2023-03-14 23:12:00,0.0,100.0,19.8,18.9,18.6,19.3,19.0,12
13,2023-03-14 23:13:00,0.0,,19.9,19.0,18.6,19.2,19.0,13
14,2023-03-14 23:14:00,0.0,,19.8,19.0,18.6,19.3,18.9,14
15,2023-03-14 23:15:00,0.0,,19.8,18.8,18.6,19.3,19.0,15
16,2023-03-14 23:16:00,0.0,,19.9,19.0,18.6,19.4,18.9,16
17,2023-03-14 23:17:00,0.0,,19.9,18.9,18.7,19.3,19.1,17
18,2023-03-14 23:18:00,0.0,100.0,19.9,19.0,18.6,19.3,18.9,18
19,2023-03-14 23:19:00,0.0,,19.8,19.0,18.6,19.3,18.9,19
20,2023-03-14 23:20:00,0.0,,19.8,19.0,18.6,19.4,19.0,20
21,2023-03-14 23:21:00,0.0,,19.9,18.9,18.7,19.3,19.0,21
22,2023-03-14 23:22:00,0.0,,19.9,19.0,18.7,19.3,19.0,22
23,2023-03-14 23:23:00,0.0,,19.9,18.9,18.8,19.3,18.9,23
24,2023-03-14 23:24:00,0.0,100.0,19.9,19.0,18.6,19.4,19.0,24
25,2023-03-14 23:25:00,0.0,,19.8,19.0,18.7,19.3,19.0,25
26,2023-03-14 23:26:00,0.0,,19.9,18.9,18.6,19.2,19.0,26
27,2023-03-14 23:27:00,0.0,,19.8,19.0,18.8,19.3,19.0,27
28,2023-03-14 23:28:00,0.0,,20.0,18.9,18.7,19.2,19.0,28
29,2023-03-14 23:29:00,0.0,,19.9,18.9,18.8,19.6,19.0,29
30,2023-03-14 23:30:00,0.0,100.0,19.9,18.9,18.7,19.2,19.1,30
31,2023-03-14 23:31:00,0.0,,19.9,19.1,18.7,19.2,19.0,31
32,2023-03-14 23:32:00,0.0,,19.8,19.0,18.7,19.2,19.0,32
33,2023-03-14 23:33:00,0.0,,19.9,19.0,18.7,19.3,19.0,33
34,2023-03-14 23:34:00,0.0,,19.7,18.9,18.7,19.2,19.0,34
35,2023-03-14 23:35:00,0.0,,19.8,18.9,18.7,19.3,19.0,35
36,2023-03-14 23:36:00,0.0,100.0,19.9,19.0,18.7,19.4,19.0,36
37,2023-03-14 23:37:00,0.0,,19.8,19.0,18.8,19.4,19.0,37
38,2023-03-14 23:38:00,0.0,,19.9,19.0,18.7,19.3,19.0,38
39,2023-03-14 23:39:00,0.0,,19.8,18.9,18.6,19.4,19.0,39
40,2023-03-14 23:40:00,0.0,,19.9,19.0,18.7,19.4,19.0,40
41,2023-03-14 23:41:00,0.0,,19.8,19.0,18.7,19.3,19.0,41
42,2023-03-14 23:42:00,0.0,100.0,19.7,19.0,18.7,19.2,19.0,42
43,2023-03-14 23:43:00,0.0,,19.8,19.0,18.8,19.3,19.0,43
44,2023-03-14 23:44:00,0.0,,19.8,19.0,18.8,19.3,19.0,44
45,2023-03-14 23:45:00,0.0,,19.8,19.0,18.7,19.2,19.1,45
46,2023-03-14 23:46:00,0.0,,19.9,19.0,18.7,19.4,19.0,46
47,2023-03-14 23:47:00,0.0,,19.9,18.9,18.8,19.3,19.0,47
48,2023-03-14 23:48:00,0.0,50.0,19.7,19.0,18.8,19.4,18.9,48
49,2023-03-14 23:49:00,0.0,,19.8,18.9,18.8,19.1,19.0,49
50,2023-03-14 23:50:00,0.0,,19.8,19.0,18.8,19.3,19.0,50
51,2023-03-14 23:51:00,0.0,,19.8,19.0,18.8,19.4,19.0,51
52,2023-03-14 23:52:00,0.0,,19.8,19.0,18.9,19.2,19.0,52
53,2023-03-14 23:53:00,0.0,,19.8,19.0,18.8,19.3,19.0,53
54,2023-03-14 23:54:00,0.0,100.0,19.8,19.0,18.7,19.3,19.0,54
55,2023-03-14 23:55:00,0.0,,19.8,19.0,18.8,19.3,19.0,55
56,2023-03-14 23:56:00,0.0,,19.9,19.0,18.7,19.3,18.9,56
57,2023-03-14 23:57:00,0.0,,19.7,19.0,18.8,19.3,19.0,57
58,2023-03-14 23:58:00,0.0,,19.8,19.0,18.8,19.3,19.1,58
59,2023-03-14 23:59:00,0.0,,19.8,18.9,18.8,19.4,19.0,59
60,2023-03-15 00:00:00,0.0,100.0,19.8,19.0,18.9,19.2,19.0,60
61,2023-03-15 00:01:00,0.0,,19.8,18.9,18.7,19.3,19.1,61
62,2023-03-15 00:02:00,0.0,,19.8,18.9,18.7,19.3,19.0,62
63,2023-03-15 00:03:00,0.0,,19.8,18.9,18.9,19.2,19.0,63
64,2023-03-15 00:04:00,0.0,,19.7,19.0,18.8,19.3,18.9,64
65,2023-03-15 00:05:00,0.0,,19.8,19.0,18.7,19.2,19.0,65
66,2023-03-15 00:06:00,0.0,100.0,19.8,19.0,18.9,19.3,19.1,66
67,2023-03-15 00:07:00,0.0,,19.9,19.0,18.9,19.2,19.0,67
68,2023-03-15 00:08:00,0.0,,19.9,19.0,18.9,19.3,19.1,68
69,2023-03-15 00:09:00,0.0,,19.7,19.0,18.8,19.2,18.9,69
70,2023-03-15 00:10:00,0.0,,19.8,19.1,18.9,19.2,19.0,70
71,2023-03-15 00:11:00,0.0,,19.9,19.0,18.8,19.2,19.0,71
72,2023-03-15 00:12:00,0.0,100.0,19.9,19.0,18.9,19.3,18.9,72
73,2023-03-15 00:13:00,0.0,,19.8,19.1,18.8,19.3,19.0,73
74,2023-03-15 00:14:00,0.0,,19.9,19.0,18.8,19.2,19.1,74
75,2023-03-15 00:15:00,0.0,,19.8,19.0,18.8,19.1,18.9,75
76,2023-03-15 00:16:00,0.0,,19.8,19.0,18.8,19.3,18.9,76
77,2023-03-15 00:17:00,0.0,,19.8,19.0,18.7,19.4,18.9,77
78,2023-03-15 00:18:00,0.0,100.0,19.8,19.0,18.8,19.2,19.0,78
79,2023-03-15 00:19:00,0.0,,19.7,18.9,18.9,19.2,18.9,79
80,2023-03-15 00:20:00,0.0,,19.8,19.0,18.7,19.3,18.9,80
81,2023-03-15 00:21:00,0.0,,19.9,19.0,18.9,19.2,19.0,81
82,2023-03-15 00:22:00,0.0,,19.8,19.0,18.9,19.2,19.0,82
83,2023-03-15 00:23:00,0.0,,19.8,19.0,18.8,19.2,19.0,83
84,2023-03-15 00:24:00,0.0,100.0,19.8,19.0,18.8,19.1,19.0,84
85,2023-03-15 00:25:00,0.0,,19.8,19.0,18.9,19.3,18.9,85
86,2023-03-15 00:26:00,0.0,,19.8,18.9,18.8,19.1,19.0,86
87,2023-03-15 00:27:00,0.0,,19.9,18.9,18.8,19.3,19.0,87
88,2023-03-15 00:28:00,0.0,,19.8,19.0,18.8,19.2,18.8,88
89,2023-03-15 00:29:00,0.0,,19.7,18.9,18.8,19.3,18.9,89
90,2023-03-15 00:30:00,0.0,100.0,19.8,18.9,19.0,19.2,19.0,90
91,2023-03-15 00:31:00,0.0,,19.9,18.9,18.8,19.1,18.9,91
92,2023-03-15 00:32:00,0.0,,19.8,19.0,18.9,19.4,19.0,92
93,2023-03-15 00:33:00,0.0,,19.7,19.0,18.9,19.3,19.0,93
94,2023-03-15 00:34:00,0.0,,19.8,19.0,18.9,19.3,19.0,94
95,2023-03-15 00:35:00,0.0,,19.8,19.1,18.8,19.2,19.0,95
96,2023-03-15 00:36:00,0.0,100.0,19.8,19.0,18.8,19.2,19.0,96
97,2023-03-15 00:37:00,0.0,,19.7,18.9,18.8,19.2,18.9,97
98,2023-03-15 00:38:00,0.0,,19.8,18.9,18.8,19.1,19.0,98
99,2023-03-15 00:39:00,0.0,,19.7,19.0,18.8,19.2,19.1,99
100,2023-03-15 00:40:00,0.0,,19.8,19.0,18.8,19.1,18.9,100
101,2023-03-15 00:41:00,0.0,,19.7,19.0,18.9,19.3,18.9,101
102,2023-03-15 00:42:00,0.0,100.0,19.8,19.0,18.8,19.2,19.0,102
103,2023-03-15 00:43:00,0.0,,19.8,18.9,18.8,19.3,19.0,103
104,2023-03-15 00:44:00,0.0,,19.7,19.2,18.9,19.2,19.0,104
105,2023-03-15 00:45:00,0.0,,19.8,19.0,18.8,19.2,19.0,105
106,2023-03-15 00:46:00,0.0,,19.8,19.0,18.8,19.2,19.0,106
107,2023-03-15 00:47:00,0.0,,19.8,19.1,18.8,19.3,19.0,107
108,2023-03-15 00:48:00,0.0,100.0,19.8,19.0,18.8,19.2,19.0,108
109,2023-03-15 00:49:00,0.0,,19.8,19.0,18.9,19.3,19.0,109
110,2023-03-15 00:50:00,0.0,,19.9,19.0,18.8,19.2,19.0,110
111,2023-03-15 00:51:00,0.0,,19.8,19.0,18.8,19.1,19.0,111
112,2023-03-15 00:52:00,0.0,,19.9,18.9,18.7,19.3,18.9,112
113,2023-03-15 00:53:00,0.0,,19.7,19.1,18.9,19.4,19.0,113
114,2023-03-15 00:54:00,0.0,100.0,19.8,19.0,18.8,19.2,19.0,114
115,2023-03-15 00:55:00,0.0,,19.8,19.0,18.9,19.2,19.0,115
116,2023-03-15 00:56:00,0.0,,19.8,19.0,18.8,19.2,18.9,116
117,2023-03-15 00:57:00,0.0,,19.9,19.0,18.7,19.2,19.0,117
118,2023-03-15 00:58:00,0.0,,19.8,18.9,18.9,19.3,19.0,118
119,2023-03-15 00:59:00,0.0,,19.9,19.0,18.8,19.2,18.9,119
120,2023-03-15 01:00:00,0.0,100.0,19.8,19.0,18.8,19.3,18.9,120
121,2023-03-15 01:01:00,0.0,,19.8,19.0,18.9,19.3,19.0,121
122,2023-03-15 01:02:00,0.0,,19.7,19.0,18.8,19.2,19.1,122
123,2023-03-15 01:03:00,0.0,,19.7,19.0,18.9,19.2,19.0,123
124,2023-03-15 01:04:00,0.0,,19.8,18.9,18.8,19.1,18.9,124
125,2023-03-15 01:05:00,0.0,,19.7,19.0,18.8,19.2,19.0,125
126,2023-03-15 01:06:00,0.0,100.0,19.7,19.1,18.8,19.2,19.0,126
127,2023-03-15 01:07:00,0.0,,19.8,18.9,18.8,19.3,19.1,127
128,2023-03-15 01:08:00,0.0,,19.7,19.0,18.8,19.2,19.1,128
129,2023-03-15 01:09:00,0.0,,19.7,19.1,18.9,19.2,18.9,129
130,2023-03-15 01:10:00,0.0,,19.8,19.0,18.9,19.2,19.0,130
131,2023-03-15 01:11:00,0.0,,19.8,19.0,18.7,19.2,18.9,131
132,2023-03-15 01:12:00,0.0,100.0,19.7,19.0,18.8,19.2,18.9,132
133,2023-03-15 01:13:00,0.0,,19.8,19.1,18.9,19.2,19.0,133
134,2023-03-15 01:14:00,0.0,,19.8,19.0,18.8,19.1,18.9,134
135,2023-03-15 01:15:00,0.0,,19.7,18.9,18.8,19.2,19.0,135
136,2023-03-15 01:16:00,0.0,,19.7,19.0,18.8,19.3,19.0,136
137,2023-03-15 01:17:00,0.0,,19.7,19.0,18.8,19.1,19.0,137
138,2023-03-15 01:18:00,0.0,100.0,19.8,19.0,18.8,19.1,19.0,138
139,2023-03-15 01:19:00,0.0,,19.7,19.0,18.8,19.2,18.9,139
140,2023-03-15 01:20:00,0.0,,19.8,19.0,18.9,19.1,18.9,140
141,2023-03-15 01:21:00,0.0,,19.8,19.0,18.8,19.1,18.9,141
142,2023-03-15 01:22:00,0.0,,19.7,18.9,18.9,19.2,19.1,142
143,2023-03-15 01:23:00,0.0,,19.9,19.0,18.8,19.2,18.9,143
144,2023-03-15 01:24:00,0.0,50.0,19.8,19.0,18.8,19.2,18.9,144
145,2023-03-15 01:25:00,0.0,,19.8,19.0,18.8,19.2,19.0,145
146,2023-03-15 01:26:00,0.0,,19.8,18.9,18.8,19.2,18.9,146
147,2023-03-15 01:27:00,0.0,,19.7,19.0,18.9,19.2,19.0,147
148,2023-03-15 01:28:00,0.0,,19.8,19.1,18.8,19.2,19.0,148
149,2023-03-15 01:29:00,0.0,,19.7,19.0,18.8,19.2,19.0,149
150,2023-03-15 01:30:00,0.0,100.0,19.8,19.0,18.7,19.2,19.0,150
151,2023-03-15 01:31:00,0.0,,19.8,19.1,18.8,19.2,19.0,151
152,2023-03-15 01:32:00,0.0,,19.8,19.0,18.8,19.1,19.0,152
153,2023-03-15 01:33:00,0.0,,19.7,18.9,18.8,19.2,18.9,153
154,2023-03-15 01:34:00,0.0,,19.8,18.9,18.8,19.2,19.0,154
155,2023-03-15 01:35:00,0.0,,19.7,19.1,18.8,19.2,19.0,155
156,2023-03-15 01:36:00,0.0,100.0,19.8,18.9,18.8,19.2,19.0,156
157,2023-03-15 01:37:00,0.0,,19.7,19.0,18.8,19.0,19.0,157
158,2023-03-15 01:38:00,0.0,,19.8,18.9,18.7,19.2,19.0,158
159,2023-03-15 01:39:00,0.0,,19.7,18.9,18.7,19.2,19.0,159
160,2023-03-15 01:40:00,0.0,,19.7,19.0,18.8,19.2,19.0,160
161,2023-03-15 01:41:00,0.0,,19.8,19.0,18.8,19.2,19.0,161
162,2023-03-15 01:42:00,0.0,100.0,19.8,18.9,18.8,19.2,18.9,162
163,2023-03-15 01:43:00,0.0,,19.7,19.0,18.7,19.0,19.0,163
164,2023-03-15 01:44:00,0.0,,19.8,19.0,18.7,18.9,18.8,164
165,2023-03-15 01:45:00,0.0,,19.7,19.0,18.9,19.3,18.9,165
166,2023-03-15 01:46:00,0.0,,19.7,19.1,18.8,19.2,18.9,166
167,2023-03-15 01:47:00,0.0,,19.7,18.9,18.8,19.2,18.9,167
168,2023-03-15 01:48:00,0.0,100.0,19.7,19.0,18.9,19.2,19.0,168
169,2023-03-15 01:49:00,0.0,,19.8,19.0,18.8,19.1,19.0,169
170,2023-03-15 01:50:00,0.0,,19.7,19.0,18.8,19.1,19.0,170
171,2023-03-15 01:51:00,0.0,,19.7,19.0,18.9,19.1,19.0,171
172,2023-03-15 01:52:00,0.0,,19.7,19.0,18.8,19.0,18.9,172
173,2023-03-15 01:53:00,0.0,,19.7,19.0,18.8,19.2,19.0,173
174,2023-03-15 01:54:00,0.0,100.0,19.8,19.0,18.8,19.3,19.0,174
175,2023-03-15 01:55:00,0.0,,19.7,19.0,18.8,19.0,18.9,175
176,2023-03-15 01:56:00,0.0,,19.8,18.9,18.8,19.2,18.9,176
177,2023-03-15 01:57:00,0.0,,19.8,19.0,18.9,19.3,18.9,177
178,2023-03-15 01:58:00,0.0,,19.8,18.9,18.8,19.2,19.0,178
179,2023-03-15 01:59:00,0.0,,19.8,19.0,18.8,19.2,19.0,179
180,2023-03-15 02:00:00,0.0,100.0,19.8,19.0,18.8,19.0,19.0,180
181,2023-03-15 02:01:00,0.0,,19.7,19.1,18.8,19.2,18.9,181
182,2023-03-15 02:02:00,0.0,,19.8,19.0,18.7,19.2,19.0,182
183,2023-03-15 02:03:00,0.0,,19.8,18.9,18.8,19.2,19.0,183
184,2023-03-15 02:04:00,0.0,,19.7,18.9,18.8,19.0,18.9,184
185,2023-03-15 02:05:00,0.0,,19.8,18.9,18.8,19.2,19.0,185
186,2023-03-15 02:06:00,0.0,100.0,19.7,,18.9,,19.0,186
187,2023-03-15 02:07:00,0.0,,19.8,18.9,,19.2,,187
188,2023-03-15 02:08:00,0.0,,,19.0,18.9,19.3,19.0,188
189,2023-03-15 02:09:00,0.0,,19.7,19.0,18.8,19.2,19.1,189
190,2023-03-15 02:10:00,0.0,,19.7,19.0,18.8,19.3,19.0,190
191,2023-03-15 02:11:00,0.0,,19.8,18.9,18.9,19.2,19.1,191
192,2023-03-15 02:12:00,0.0,100.0,19.8,19.1,18.8,19.1,19.0,192
193,2023-03-15 02:13:00,0.0,,19.7,19.0,18.9,19.1,19.0,193
194,2023-03-15 02:14:00,0.0,,19.7,18.9,19.0,19.2,18.9,194
195,2023-03-15 02:15:00,0.0,,19.7,18.8,18.8,19.2,18.8,195
196,2023-03-15 02:16:00,0.0,,19.7,18.9,18.8,19.2,18.9,196
197,2023-03-15 02:17:00,0.0,,19.7,18.9,18.8,19.1,19.0,197
198,2023-03-15 02:18:00,0.0,100.0,19.7,19.0,18.7,19.4,19.0,198
199,2023-03-15 02:19:00,0.0,,19.7,19.0,18.8,19.1,19.0,199
200,2023-03-15 02:20:00,0.0,,19.7,18.9,18.8,19.0,19.0,200
201,2023-03-15 02:21:00,0.0,,19.7,19.0,18.7,19.1,19.0,201
202,2023-03-15 02:22:00,0.0,,19.7,19.0,19.0,19.1,19.0,202
203,2023-03-15 02:23:00,0.0,,19.7,19.0,18.9,19.1,18.9,203
204,2023-03-15 02:24:00,0.0,100.0,19.7,19.1,18.8,19.2,19.0,204
205,2023-03-15 02:25:00,0.0,,19.7,19.0,18.9,19.1,18.9,205
206,2023-03-15 02:26:00,0.0,,19.8,18.8,18.9,19.2,19.0,206
207,2023-03-15 02:27:00,0.0,,19.8,19.0,18.8,19.1,18.9,207
208,2023-03-15 02:28:00,0.0,,19.7,19.0,18.8,19.1,18.9,208
209,2023-03-15 02:29:00,0.0,,19.7,18.9,18.7,19.3,18.9,209
210,2023-03-15 02:30:00,0.0,50.0,19.7,18.9,18.9,19.2,19.1,210
211,2023-03-15 02:31:00,0.0,,19.7,19.1,18.8,19.0,18.9,211
212,2023-03-15 02:32:00,0.0,,19.8,19.0,18.9,19.1,18.9,212
213,2023-03-15 02:33:00,0.0,,19.8,19.0,18.8,19.1,19.0,213
214,2023-03-15 02:34:00,0.0,,19.7,19.0,18.8,19.1,19.0,214
215,2023-03-15 02:35:00,0.0,,19.7,19.0,18.7,19.0,19.0,215
216,2023-03-15 02:36:00,0.0,100.0,19.7,19.0,18.8,19.1,19.0,216
217,2023-03-15 02:37:00,0.0,,19.8,19.0,18.9,19.1,18.9,217
218,2023-03-15 02:38:00,0.0,,19.7,19.1,18.9,19.2,19.0,218
219,2023-03-15 02:39:00,0.0,,19.7,19.0,18.8,19.1,18.9,219
220,2023-03-15 02:40:00,0.0,,19.6,19.0,18.9,19.1,18.9,220
221,2023-03-15 02:41:00,0.0,,19.7,19.0,18.8,19.1,18.9,221
222,2023-03-15 02:42:00,0.0,100.0,19.7,19.0,18.8,19.1,19.0,222
223,2023-03-15 02:43:00,0.0,,19.8,19.0,18.9,19.0,19.0,223
224,2023-03-15 02:44:00,0.0,,19.7,19.0,18.8,19.1,18.9,224
225,2023-03-15 02:45:00,0.0,,19.8,18.9,18.9,19.1,18.9,225
226,2023-03-15 02:46:00,0.0,,19.7,19.0,18.9,19.1,19.0,226
227,2023-03-15 02:47:00,0.0,,19.8,19.0,18.8,19.0,18.9,227
228,2023-03-15 02:48:00,0.0,100.0,19.7,19.0,18.9,19.1,19.1,228
229,2023-03-15 02:49:00,0.0,,19.8,19.1,18.8,19.0,18.9,229
230,2023-03-15 02:50:00,0.0,,19.7,19.0,18.9,19.1,18.8,230
231,2023-03-15 02:51:00,0.0,,19.7,19.0,18.8,18.9,19.0,231
232,2023-03-15 02:52:00,0.0,,19.7,18.9,18.9,19.1,18.8,232
233,2023-03-15 02:53:00,0.0,,19.7,18.9,18.9,18.9,18.9,233
234,2023-03-15 02:54:00,0.0,100.0,19.8,19.0,18.8,19.1,19.0,234
235,2023-03-15 02:55:00,0.0,,19.7,19.1,18.8,19.2,18.9,235
236,2023-03-15 02:56:00,0.0,,19.7,19.0,18.9,19.1,18.9,236
237,2023-03-15 02:57:00,0.0,,19.8,19.0,18.8,19.0,18.9,237
238,2023-03-15 02:58:00,0.0,,19.6,18.9,18.8,19.1,19.0,238
239,2023-03-15 02:59:00,0.0,,19.7,18.9,18.8,19.1,18.9,239
240,2023-03-15 03:00:00,0.0,100.0,19.7,19.0,18.9,19.0,18.9,240
241,2023-03-15 03:01:00,0.0,,19.7,18.9,18.8,19.2,18.9,241
242,2023-03-15 03:02:00,0.0,,19.6,19.0,18.9,19.1,19.0,242
243,2023-03-15 03:03:00,0.0,,19.7,18.9,18.9,19.0,18.9,243
244,2023-03-15 03:04:00,0.0,,19.7,18.9,18.8,19.0,18.9,244
245,2023-03-15 03:05:00,0.0,,19.8,19.0,18.8,19.0,18.9,245
246,2023-03-15 03:06:00,0.0,50.0,19.7,19.0,18.8,19.1,19.0,246
247,2023-03-15 03:07:00,0.0,,19.7,18.9,18.9,19.0,18.9,247
248,2023-03-15 03:08:00,0.0,,19.7,18.9,18.8,19.0,18.9,248
249,2023-03-15 03:09:00,0.0,,19.7,18.9,18.9,19.1,18.9,249
250,2023-03-15 03:10:00,0.0,,19.7,18.9,18.8,19.0,18.9,250
251,2023-03-15 03:11:00,0.0,,19.7,19.0,18.8,19.2,19.0,251
252,2023-03-15 03:12:00,0.0,100.0,19.7,19.0,18.8,19.1,19.0,252
253,2023-03-15 03:13:00,0.0,,19.7,19.0,18.8,18.9,19.0,253
254,2023-03-15 03:14:00,0.0,,19.7,19.0,18.7,19.1,18.9,254
255,2023-03-15 03:15:00,0.0,,19.7,18.9,18.8,19.1,19.0,255
256,2023-03-15 03:16:00,0.0,,19.8,19.1,18.8,19.0,18.9,256
257,2023-03-15 03:17:00,0.0,,19.7,19.0,18.8,19.1,18.9,257
258,2023-03-15 03:18:00,0.0,50.0,19.7,18.9,18.9,19.1,18.9,258
259,2023-03-15 03:19:00,0.0,,19.7,19.0,18.8,18.9,19.0,259
260,2023-03-15 03:20:00,0.0,,19.7,18.9,18.7,19.0,18.9,260
261,2023-03-15 03:21:00,0.0,,19.7,18.9,18.9,19.0,19.0,261
262,2023-03-15 03:22:00,0.0,,19.6,19.1,18.7,19.1,18.9,262
263,2023-03-15 03:23:00,0.0,,19.8,18.9,18.7,19.0,19.0,263
264,2023-03-15 03:24:00,0.0,100.0,19.8,18.9,18.9,18.8,18.9,264
265,2023-03-15 03:25:00,0.0,,19.8,19.0,18.9,19.1,19.0,265
266,2023-03-15 03:26:00,0.0,,19.7,19.1,18.8,19.2,18.9,266
267,2023-03-15 03:27:00,0.0,,19.8,19.0,18.9,19.2,19.0,267
268,2023-03-15 03:28:00,0.0,,19.7,18.9,18.9,19.2,18.9,268
269,2023-03-15 03:29:00,0.0,,19.7,19.0,18.8,18.9,18.9,269
270,2023-03-15 03:30:00,0.0,50.0,19.7,19.0,18.8,19.1,18.9,270
271,2023-03-15 03:31:00,0.0,,19.8,18.9,19.0,19.0,18.9,271
272,2023-03-15 03:32:00,0.0,,19.7,19.0,18.8,19.1,18.8,272
273,2023-03-15 03:33:00,0.0,,19.7,18.9,19.0,18.9,19.0,273
274,2023-03-15 03:34:00,0.0,,19.8,19.0,18.9,19.0,18.9,274
275,2023-03-15 03:35:00,0.0,,19.8,19.0,18.8,19.2,18.9,275
276,2023-03-15 03:36:00,0.0,100.0,19.7,19.0,18.9,19.0,18.9,276
277,2023-03-15 03:37:00,0.0,,19.7,19.0,18.9,19.0,18.9,277
278,2023-03-15 03:38:00,0.0,,19.8,18.9,18.8,19.1,19.0,278
279,2023-03-15 03:39:00,0.0,,19.7,19.0,18.8,19.1,18.9,279
280,2023-03-15 03:40:00,0.0,,19.7,19.0,18.8,19.1,19.0,280
281,2023-03-15 03:41:00,0.0,,19.7,18.9,18.8,19.2,19.0,281
282,2023-03-15 03:42:00,0.0,100.0,19.7,19.0,18.9,19.0,19.0,282
283,2023-03-15 03:43:00,0.0,,19.7,19.0,18.8,18.9,18.9,283
284,2023-03-15 03:44:00,0.0,,19.7,19.0,18.7,19.1,18.9,284
285,2023-03-15 03:45:00,0.0,,19.8,19.0,18.8,19.1,18.9,285
286,2023-03-15 03:46:00,0.0,,19.7,18.9,18.9,19.3,18.9,286
287,2023-03-15 03:47:00,0.0,,19.7,18.9,18.8,18.9,18.9,287
288,2023-03-15 03:48:00,0.0,100.0,19.7,19.0,18.8,18.9,18.9,288
289,2023-03-15 03:49:00,0.0,,19.7,19.0,18.8,18.9,19.0,289
290,2023-03-15 03:50:00,0.0,,19.7,19.0,18.9,18.9,18.9,290
291,2023-03-15 03:51:00,0.0,,19.7,19.0,18.8,19.0,18.9,291
292,2023-03-15 03:52:00,0.0,,19.7,19.0,18.8,18.9,18.8,292
293,2023-03-15 03:53:00,0.0,,19.7,19.0,18.9,19.1,18.9,293
294,2023-03-15 03:54:00,0.0,100.0,19.7,19.0,18.9,18.9,18.9,294
295,2023-03-15 03:55:00,0.0,,19.7,19.0,18.9,18.8,18.8,295
296,2023-03-15 03:56:00,0.0,,19.7,19.0,18.7,19.0,18.9,296
297,2023-03-15 03:57:00,0.0,,19.6,19.0,18.8,19.1,18.9,297
298,2023-03-15 03:58:00,0.0,,19.7,18.9,18.8,19.0,18.9,298
299,2023-03-15 03:59:00,0.0,,19.7,19.0,18.8,18.9,18.9,299
300,2023-03-15 04:00:00,0.0,50.0,19.7,18.9,18.6,18.9,18.8,300
301,2023-03-15 04:01:00,0.0,,19.7,19.0,18.7,19.1,18.9,301
302,2023-03-15 04:02:00,0.0,,19.7,19.1,18.8,18.9,18.9,302
303,2023-03-15 04:03:00,0.0,,19.7,18.9,18.9,19.0,19.0,303
304,2023-03-15 04:04:00,0.0,,19.7,19.0,18.9,18.9,18.9,304
305,2023-03-15 04:05:00,0.0,,19.7,19.1,18.8,19.0,18.9,305
306,2023-03-15 04:06:00,0.0,100.0,19.7,19.0,18.9,19.0,18.8,306
307,2023-03-15 04:07:00,0.0,,19.7,19.0,18.9,19.0,18.9,307
308,2023-03-15 04:08:00,0.0,,19.7,19.0,18.9,19.0,18.9,308
309,2023-03-15 04:09:00,0.0,,19.7,18.9,18.8,19.1,18.9,309
310,2023-03-15 04:10:00,0.0,,19.7,19.0,18.8,19.0,18.9,310
311,2023-03-15 04:11:00,0.0,,19.7,19.0,18.8,19.1,18.9,311
312,2023-03-15 04:12:00,0.0,100.0,19.7,19.0,18.9,19.0,19.0,312
313,2023-03-15 04:13:00,0.0,,19.7,19.0,18.9,19.1,18.9,313
314,2023-03-15 04:14:00,0.0,,19.8,18.8,18.9,19.0,18.9,314
315,2023-03-15 04:15:00,0.0,,19.7,19.0,18.9,18.9,19.0,315
316,2023-03-15 04:16:00,0.0,,19.7,19.1,18.9,19.2,18.8,316
317,2023-03-15 04:17:00,0.0,,19.6,19.0,18.9,19.1,19.1,317
318,2023-03-15 04:18:00,0.0,100.0,19.7,19.0,18.8,19.0,18.9,318
319,2023-03-15 04:19:00,0.0,,19.7,19.0,18.8,19.0,18.9,319
320,2023-03-15 04:20:00,0.0,,19.7,18.9,18.8,18.8,18.9,320
321,2023-03-15 04:21:00,0.0,,19.7,18.9,18.8,19.0,18.9,321
322,2023-03-15 04:22:00,0.0,,19.7,18.9,18.8,19.0,18.9,322
323,2023-03-15 04:23:00,0.0,,19.7,19.0,18.8,19.0,19.0,323
324,2023-03-15 04:24:00,0.0,100.0,19.7,19.0,18.8,19.0,18.9,324
325,2023-03-15 04:25:00,0.0,,19.7,18.9,18.8,19.0,18.8,325
326,2023-03-15 04:26:00,0.0,,19.8,19.0,18.9,19.0,18.9,326
327,2023-03-15 04:27:00,0.0,,19.6,19.0,18.9,18.8,19.0,327
